feature,xgb_gain,shap_mean_abs,perm_importance,mutual_info,xgb_gain_norm,shap_mean_abs_norm,perm_importance_norm,mutual_info_norm,composite_score
V33,88.79495239257812,0.009691437,-1.6158407386779317e-05,0.013216600081459307,0.012967709343768613,0.037669424,0.05188565968798896,0.3876699820293995,0.12254819375718923
V123,34.060970306396484,0.00057359575,2.0451432790502544e-05,0.014643192997696453,0.004974300351525405,0.0022294964,0.05335740508927511,0.42951487759953605,0.1225190198528344
V62,130.4429931640625,0.014950301,0.0002319421166635971,0.01194465328437988,0.01905003354024148,0.058109984,0.06185950288314206,0.3503611742477474,0.12234517361824317
V178,25.00701141357422,0.00043416128,-0.0002784237148847346,0.015049995673720895,0.003652050559516262,0.0016875316,0.04134238065814667,0.4414472342670531,0.12203229926926011
V158,49.86483383178711,0.00051612814,-6.730140567201559e-06,0.014384111920002107,0.0072823133993817355,0.0020061268,0.05226468369537655,0.42191549832537445,0.12086715555517119
V156,185.22024536132812,0.00213043,0.00012063113057869668,0.013245712107027297,0.02704976174555582,0.00828072,0.05738471055709586,0.3885238974357236,0.12030977234219886
M3,119.3538589477539,0.025614487,0.0011449232428986321,0.008688173805708743,0.017430564578139206,0.099560365,0.09856208796657209,0.25484195348033223,0.11759874277646924
V139,45.02595520019531,0.0023299146,-0.00014239672384945833,0.013883232188793171,0.006575638414447568,0.009056092,0.04681077651941,0.40722366871716414,0.11741654397273452
V168,9.496302604675293,0.00020810615,-0.000644013752036865,0.015026686622415797,0.0013868501384341645,0.00080888305,0.026645363317203193,0.4407635319952982,0.11740115712546446
V261,95.6530532836914,0.003535699,0.00012161826844545587,0.013102061996711045,0.013969273696357096,0.013742829,0.05742439430356411,0.384310345134709,0.11736171046907497
