feature,global_mean,fp_mean,fp_std,deviation,abs_deviation
V10,0.33308497307549023,0.016931582584657913,0.12903742715089028,-0.6422393605313823,0.6422393605313823
V50,0.11084769871642904,0.3116793365583967,0.4647495370514483,0.6357105669609878,0.6357105669609878
V11,0.34490466352829613,0.017622667588113337,0.1341991698846188,-0.6298825081681182,0.6298825081681182
V92,0.12489134238719364,0.34727021423635107,0.5589956410846426,0.627374565087597,0.627374565087597
card3,152.8040776238697,159.54526606772632,15.961927245088766,0.6239344708449543,0.6239344708449543
V79,0.12144816608527788,0.3863165169315826,0.7474112793419383,0.6234983777758096,0.6234983777758096
V42,0.10877050383265034,0.31375259156876295,0.5359888170925227,0.6217822927811841,0.6217822927811841
V48,0.2932344407943013,0.002073255010366275,0.04549364552983333,-0.6170541085339761,0.6170541085339761
id_35,0.8984996782605751,0.7125086385625432,0.4526708340016702,-0.6158811305674151,0.6158811305674151
V58,0.1171131506756528,0.364201796821009,0.69418883277647,0.6089703876185948,0.6089703876185948
id_17,171.46465946421918,182.0846579129233,26.80853661171075,0.6069115826256909,0.6069115826256909
V43,0.12283672570867342,0.36385625431928126,0.6733942799537173,0.6061171850102313,0.6061171850102313
V49,0.30464772355245484,0.0027643400138217,0.06950987684903293,-0.6000420994215367,0.6000420994215367
V40,0.12767975073661395,0.3973738769868694,0.8316708932953074,0.5861912903060146,0.5861912903060146
D10,135.79984421038372,19.55563234277816,74.16911231760574,-0.5846777285974512,0.5846777285974512
V93,0.1364513834795272,0.39046302695231516,0.748030431389978,0.574614445502771,0.574614445502771
